.f	ʔɛf
ḫꜣ	xɑ
ḫꜣ	χaʀ
ḫꜣ	χaʔ
ḫꜣb	xɑb
ḫꜣbꜣbꜣšꜣ	xɑbɑbɑʃɑ
ḫꜣj	xɑi
ḫꜣjw	xɑiuː
ḫꜣm	xɑm
ḫꜣrw	xɑruː
ḫꜣrw	χuɾɾaw
ḫꜣrw	χøɾɾ
ḫꜣst	xɑsɛt
ḫꜣstjw	xɑstiuː
ḫꜣt	xɑt
ḫꜣtb	xɑtɛb
ḫꜣwj	xɑuːi
ḫꜣwt	xɑuːt
ḫꜣy	xɑiː
ḫꜣyt	xɑiːt
ḫꜣz	xɑz
ḫꜣḫ	xɑx
ḫꜣḫꜣ	xɑxɑ
ḫꜣꜥ	xɑʔɑː
ḫꜣꜥ	χaːʀaʕ
ḫꜣꜥ	χoːʔəʕ
ḫꜥj	xɑːi
ḫꜥj	χaʕja
ḫꜥj	χeʕjə
ḫꜥj	χiʕjit
ḫꜥj	χiʕjiʔ
ḫꜥw	xɑːuː
ṯb	t͡ʃɛb
ṯbwt	t͡ʃɛbuːt
ṯm	t͡ʃɛm
ṯms	t͡ʃɛmɛs
ṯmt	t͡ʃɛmɛt
ṯmḥ	t͡ʃɛmɛħ
ṯmꜣ	t͡ʃɛmɑ
ṯn	t͡ʃɛn
ṯnj	caːnaj
ṯnj	taːnaj
ṯnj	toːn
ṯnj	t͡ʃɛni
ṯnm	t͡ʃɛnɛm
ṯnw	t͡ʃɛnuː
ṯnwt	t͡ʃɛnuːt
ṯnḥr	t͡ʃɛnħɛr
ṯnṯꜣt	t͡ʃɛnt͡ʃɑt
ṯpḥt	t͡ʃɛpħɛt
ṯrm	t͡ʃɛrɛm
ṯrp	t͡ʃɛrɛp
ṯrt	caːɾat
ṯrt	taːɾaʔ
ṯrt	toːɾə
ṯrt	t͡ʃɛrɛt
ṯw	t͡ʃuː
ṯwfj	t͡ʃawf
ṯwfj	t͡ʃuːfi
ṯwn	t͡ʃuːn
ṯwt	t͡ʃuːt
ṯz	ciːzuw
ṯz	t͡ʃiːsuw
ṯz	t͡ʃiːsə
ṯz	t͡ʃɛz
ṯzj	t͡ʃɛzi
ṯzm	t͡ʃɛzɛm
ṯzt	t͡ʃɛzɛt
ṯztj	t͡ʃɛzti
ṯš	t͡ʃɛʃ
ṯḥn	t͡ʃɛħɛn
ṯḥnt	t͡ʃɛħnɛt
ṯḥnw	t͡ʃɛħɛnuː
ṯḥw	t͡ʃɛħuː
ṯꜣ	t͡ʃɑ
ṯꜣj	ciʀjit
ṯꜣj	t͡ʃiʀjiʔ
ṯꜣj	t͡ʃiːʔaʔ
ṯꜣj	t͡ʃiːʔə
ṯꜣj	t͡ʃɑi
ṯꜣm	t͡ʃɑm
ṯꜣr	t͡ʃɑr
ṯꜣtj	t͡ʃɑti
ṯꜣtt	t͡ʃɑtɛt
ṯꜣw	ciʀwit
ṯꜣw	cuʀwuw
ṯꜣw	teːw
ṯꜣw	tuʀwuw
ṯꜣw	t͡ʃiʀwiʔ
ṯꜣw	t͡ʃiːwə
ṯꜣw	t͡ʃɑuː
ṯꜣy	t͡ʃɑiː
ẖdb	çaːtʼab
ẖdb	çoːtʼəβ
ẖdb	çɛdɛb
ẖkr	çɛkɛr
ẖkrw	çɛkɛruː
ẖn	çɛn
ẖnj	çɛni
ẖnm	çɛnɛm
ẖnmt	çanmaʔ
ẖnmt	çanmə
ẖnmt	çɛnmɛt
ẖnmw	çanaːmaw
ẖnmw	çənoːm
ẖnmw	çɛnmuː
ẖnn	çɛnɛn
ẖnnw	çɛnɛnuː
ẖntj	çɛnti
ẖnw	çaːnaw
ẖnw	çaːnəʔ
ẖnw	çoːn
ẖnw	çɛnuː
ẖnyt	çɛniːt
ẖpꜣ	çaplaw
ẖpꜣ	çəple
ẖpꜣ	çɛpɑ
ẖpꜣw	çɛpɑuː
ẖr	çuɾ
ẖr	çuʔ
ẖr	çøʔ
ẖr	çɛr
ẖrd	çaɾatʼ
ẖrd	çəɾatʼ
ẖrd	çɛrɛd
ẖrdw	çɛrɛduː
ẖrj	çuɾij
ẖrj	çəɾej
ẖrj	çɛri
ẖrt	çuɾit
ẖrt	çuɾiʔ
ẖrt	çəɾeʔ
ẖrt	çɛrɛt
ẖrw	çɛruː
ẖrwj	çɛruːi
ẖt	çeːwə
ẖt	çuːwat
ẖt	çuːwaʔ
ẖt	çɛt
ẖzj	çɛzi
ẖꜣr	çɑr
ẖꜣrt	çɑrɛt
ẖꜣt	çɑt
ẖꜣyt	çɑiːt
ẖꜥm	çɑːm
ẖꜥq	çɑːk
ꜣ	ɑ
ꜣb	ɑb
ꜣbb	ɑbɛb
ꜣbb	ʔəβaβ
ꜣbd	ɑbɛd
ꜣbd	ʀabatʼ
ꜣbd	ʀabutʼw
ꜣbd	ʀabuːtʼaw
ꜣbd	ʔəβatʼ
ꜣbd	ʔəβeːtʼ
ꜣbd	ʔəβøtʼʔ
ꜣbj	ɑbi
ꜣbnjnj	ɑbnini
ꜣbnn	ɑbnɛn
ꜣbt	ɑbɛt
ꜣbw	jeːβ
ꜣbw	juːbəʔ
ꜣbw	ɑbuː
ꜣbw	ʀaːbaw
ꜣbw	ʀuːbaw
ꜣbw	ʔaːbəʔ
ꜣbw	ʔoːβ
ꜣbwt	ɑbuːt
ꜣby	ɑbiː
ꜣbyt	ɑbiːt
ꜣbḏw	ɑbɛd͡ʒuː
ꜣbḏw	ʀabaːcʼaw
ꜣbḏw	ʀabaːtʼaw
ꜣbḏw	ʔəβoːtʼ
ꜣbḫ	ɑbɛx
ꜣbḫt	ɑbxɛt
ꜣbꜣb	ɑbɑb
ꜣd	ɑd
ꜣd	ʀaːtʼ
ꜣd	ʔaːtʼ
ꜣd	ʔoːtʼ
ꜣdt	ɑdɛt
ꜣdw	ɑduː
ꜣdw	ʀaːtʼaw
ꜣdw	ʔaːtʼəʔ
ꜣdw	ʔoːtʼ
ꜣf	ɑf
ꜣfj	ɑfi
ꜣfjw	ɑfiuː
ꜣfr	ɑfɛr
ꜣfꜣf	ɑfɑf
ꜣfꜥ	ɑfɑː
ꜣhd	ɑhɛd
ꜣhmt	ɑhmɛt
ꜣhw	ɑhuː
ꜣj	ɑi
ꜣjs	ɑis
ꜣjwj	ɑiuːi
ꜣk	ɑk
ꜣkr	ɑkɛr
ꜣm	ɑm
ꜣmj	ɑmi
ꜣmm	ɑmɛm
ꜣmm	ʀamam
ꜣmm	ʔəmam
ꜣmmt	ɑmɛmɛt
ꜣmmw	ɑmɛmuː
ꜣms	ɑmɛs
ꜣmw	ɑmuː
ꜣmwt	ɑmuːt
ꜣmꜥ	ɑmɑː
ꜣmꜥt	ɑmɑːt
ꜣpd	ɑpɛd
ꜣpd	ʀaːpVtʼ
ꜣpd	ʔoːpətʼ
ꜣpdwt	ɑpduːt
ꜣpḥ	ɑpɛħ
ꜣpꜣrwywsꜣ	ɑpɑruːiːuːsɑ
ꜣq	ɑk
ꜣqw	ɑkuː
ꜣqḥw	ɑkɛħuː
ꜣr	ɑr
ꜣrwksjndrs	ɑruːksinɛdrɛs
ꜣrwtꜣḫšꜣšꜣs	ɑruːtɑxʃɑʃɑs
ꜣryt	ɑriːt
ꜣs	ɑs
ꜣsbyw	ɑsbiːuː
ꜣst	ɑsɛt
ꜣst	ʀuːsat
ꜣst	ʀuːsaʔ
ꜣst	ʔeːsə
ꜣst	ʔuːsaʔ
ꜣsḫ	ɑsɛx
ꜣt	ɑt
ꜣtf	ɑtɛf
ꜣtjwt	ɑtiuːt
ꜣtp	ɑtɛp
ꜣtpwt	ɑtpuːt
ꜣtyt	ɑtiːt
ꜣw	ɑuː
ꜣw	ʀaw
ꜣw	ʔaw
ꜣwj	ɑuːi
ꜣwj	ʀaːwaj
ꜣwj	ʔoːw
ꜣwr	ɑuːr
ꜣwsw	ɑuːsuː
ꜣwt	ɑuːt
ꜣwtqrtr	ɑuːtɛkrɛtɛr
ꜣwšꜣ	ɑuːʃɑ
ꜣwšꜣmm	ɑuːʃɑmɛm
ꜣwšꜣmm	ʔuʀuʃalimum
ꜣwḥ	ɑuːħ
ꜣwḫ	ɑuːx
ꜣyt	ɑiːt
ꜣz	ɑz
ꜣzb	ɑzɛb
ꜣzḫ	ɑzɛx
ꜣš	ɑʃ
ꜣšr	ɑʃɛr
ꜣšrt	ɑʃrɛt
ꜣḥ	ɑħ
ꜣḥt	ɑħɛt
ꜣḫ	ɑx
ꜣḫ	ʀaːχ
ꜣḫ	ʀiːχuw
ꜣḫ	ʔaːχ
ꜣḫ	ʔiːχ
ꜣḫ	ʔiːχəʔ
ꜣḫ	ʔoːχ
ꜣḫf	ɑxɛf
ꜣḫfḫf	ɑxɛfxɛf
ꜣḫt	ɑxɛt
ꜣḫtj	ɑxti
ꜣḫw	ɑxuː
ꜣḫw	ʀaːχaw
ꜣḫw	ʔaːχəʔ
ꜣḫw	ʔoːχ
ꜣḫyt	ɑxiːt
ꜣḫꜣḫ	ɑxɑx
ꜣṯj	ɑt͡ʃi
ꜣṯp	ɑt͡ʃɛp
ꜣṯp	ʀaːcap
ꜣṯp	ʀaːtap
ꜣṯp	ʔoːtəp
ꜣṯpw	ɑt͡ʃɛpuː
ꜣṯt	ɑt͡ʃɛt
ꜣṯwt	ɑt͡ʃuːt
ꜣṯyt	ɑt͡ʃiːt
ꜣẖꜥ	ɑçɑː
ꜣẖꜥt	ɑçɑːt
ꜣꜣ	ɑʔɑ
ꜣꜣt	ɑʔɑt
ꜣꜣtꜣ	ɑʔɑtɑ
ꜣꜥbt	ɑʔɑːbɛt
ꜣꜥfj	ɑʔɑːfi
ꜣꜥw	ɑʔɑːuː
ꜣꜥz	ɑʔɑːz
ꜣꜥꜥ	ɑʔɑːʔɑː
ꜣꜥꜥbw	ɑʔɑːɑːbuː
ꜣꜥꜥnj	ɑʔɑːɑːni
ꜣꜥꜥt	ɑʔɑːɑːt
ꜣꜥꜥw	ɑʔɑːɑːuː
ꜣꜥꜥwj	ɑʔɑːɑːuːi
ꜥ	diːj
ꜥ	ɑː
ꜥ	ʕeːj
ꜥ	ʕiːj
ꜥb	ɑːb
ꜥbj	ɑːbi
ꜥbnḫ	ɑːbnɛx
ꜥbw	ɑːbuː
ꜥbw	ʕaːbaw
ꜥbw	ʕoːβ
ꜥbḫn	ɑːbxɛn
ꜥbꜣ	ɑːbɑ
ꜥbꜥb	ɑːbɑːb
ꜥf	ɑːf
ꜥff	ɑːfɛf
ꜥff	ʕuffVj
ꜥff	ʕøff
ꜥftj	ɑːfti
ꜥfḏt	ɑːfd͡ʒɛt
ꜥfꜣy	ɑːfɑiː
ꜥgt	ɑːɡɛt
ꜥkꜣ	ɑːkɑ
ꜥm	ɑːm
ꜥmm	ɑːmɛm
ꜥmr	ɑːmɛr
ꜥmꜥm	ɑːmɑːm
ꜥmꜥt	ɑːmɑːt
ꜥmꜥt	ʕamʕat
ꜥmꜥt	ʕamʕaʔ
ꜥmꜥt	ʕamʕə
ꜥmꜥꜣ	ɑːmɑːʔɑ
ꜥmꜥꜣt	ɑːmɑːʔɑɛt
ꜥn	ɑːn
ꜥnb	ɑːnɛb
ꜥnb	ʕVnaːbVw
ꜥnb	ʕanoːβə
ꜥnj	ɑːni
ꜥnn	ɑːnɛn
ꜥnn	ʕanan
ꜥnq	ɑːnɛk
ꜥnqt	ɑːnkɛt
ꜥnt	ɑːnɛt
ꜥntj	ɑːnti
ꜥntjt	ɑːntit
ꜥntjw	ɑːntiuː
ꜥnḏ	ɑːnɛd͡ʒ
ꜥnḏw	ɑːnd͡ʒuː
ꜥnḏw	ʕancʼawwuw
ꜥnḏw	ʕantʼawwuw
ꜥnḏw	ʕəntʼawwə
ꜥnḫ	ɑːnx
ꜥnḫ	ʕanaχ
ꜥnḫ	ʕaːnaχ
ꜥnḫ	ʕaːnəχ
ꜥnḫ	ʕoːnəχ
ꜥnḫ.tj	ɑːnxʔti
ꜥnḫwj	ɑːnxuːi
ꜥnꜥn	ɑːnɑːn
ꜥpj	ɑːpi
ꜥpr	ɑːpɛr
ꜥpšꜣy	ɑːpʃɑiː
ꜥq	ɑːk
ꜥq	ʕaːqʼ
ꜥq	ʕoːqʼ
ꜥqw	ɑːkuː
ꜥqw	ʕaqʼw
ꜥqw	ʕaqʼwuw
ꜥqyt	ɑːkiːt
ꜥqꜣ	ɑːkɑ
ꜥrf	ɑːrɛf
ꜥrq	ɑːrɛk
ꜥrq	ʕalaqʼ
ꜥrq	ʕalaːqʼaw
ꜥrq	ʕaloːqʼ
ꜥrq	ʕaːlaqʼ
ꜥrq	ʕoːləqʼ
ꜥrqy	ɑːrkiː
ꜥrrwt	ɑːrɛruːt
ꜥrt	ɑːrɛt
ꜥsṯjrṯt	ɑːst͡ʃirt͡ʃɛt
ꜥt	ɑːt
ꜥwt	ɑːuːt
ꜥwꜣ	ɑːuːɑ
ꜥwꜣj	ɑːuːɑi
ꜥwꜣy	ɑːuːɑiː
ꜥš	ɑːʃ
ꜥš	ʕaːʃ
ꜥš	ʕoːʃ
ꜥšm	ɑːʃɛm
ꜥšꜣ	ɑːʃɑ
ꜥšꜣ	ʕaʃej
ꜥšꜣ	ʕiʃiʀ
ꜥšꜣt	ɑːʃɑt
ꜥḏ	ɑːd͡ʒ
ꜥḏt	ɑːd͡ʒɛt
ꜥḥ	ɑːħ
ꜥḥꜣ	ɑːħɑ
ꜥḥꜣw	ɑːħɑuː
ꜥḥꜣwtj	ɑːħɑuːti
ꜥḥꜣwtj	ʕaħʀawtij
ꜥḥꜣwtj	ʕəħawt
ꜥḥꜥ	ɑːħɑː
ꜥḥꜥw	ɑːħɑːuː
ꜥḫm	ɑːxɛm
ꜥḫḫw	ɑːxɛxuː
ꜥẖj	ɑːçi
ꜥẖm	ɑːçɛm
ꜥẖm	ʕaçaːmaw
ꜥẖm	ʕaçoːm
ꜥꜣ	iʕaʀ
ꜥꜣ	ɑːʔɑ
ꜥꜣ	ʕaʀ
ꜥꜣ	ʕaʔ
ꜥꜣ	ʕoʔ
ꜥꜣb	ɑːʔɑb
ꜥꜣdt	ɑːʔɑdɛt
ꜥꜣg	ɑːʔɑɡ
ꜥꜣj	ɑːʔɑi
ꜥꜣj	ʕiʀjit
ꜥꜣj	ʕiʀjiʔ
ꜥꜣj	ʕiːʔə
ꜥꜣm	ɑːʔɑm
ꜥꜣmt	ɑːʔɑmɛt
ꜥꜣnbpꜣjr	ɑːʔɑnɛbpɑir
ꜥꜣpp	ɑːʔɑpɛp
ꜥꜣt	ɑːʔɑt
ꜥꜣw	ɑːʔɑuː
ꜥꜣꜥ	ɑːʔɑʔɑː
ꜥꜥb	ɑːʔɑːb
ꜥꜥft	ɑːʔɑːfɛt
ꜥꜥj	ɑːʔɑːi
ꜥꜥw	ɑːʔɑːuː
