ۋە	wˈæ
مىليوندىن	mɪljˈondɪn
مىنى	mˈɪnɪ
مۆھلەت	mˈœhlæt
مۇتەخەسسىس	mˌutæχˈæssɪs
مۇراسىم	muɾˈɑsɪm
مۇسابىقىسى	mˌusɑbɪqˈɪsɪ
مۇنارى	munˈɑɾɪ
مۇۋەپپەقىيەتكە	mˌuwæppˌæqɪjˈætkæ
مېڭىش	mˈeŋɪʃ
مېھرىبانۇ	mˌehrɪbˈɑnu
مەدەت	mˈædæt
مەزمۇندىكى	mˌæzmundˈɪkɪ
مەسئۇلىيىتىنى	mˌæsulˌɪjɪtˈɪnɪ
مەكتىپىگە	mˌæktɪpˈɪɡæ
مەككىگە	mækkˈɪɡæ
مەنبەلەردە	mˌænbælˈærdæ
مەھكەم	mˈæhkæm
ناتايىن	nɑtˈɑjɪn
نامەلۇم	nɑmˈælum
ناننىڭ	nˈɑnnɪŋ
ناپولىيون	nˌɑpolˈɪjon
ناھايىتىمۇ	nˌɑhɑjɪtˈɪmu
نومۇس	nˈomus
نۆۋىتى	nœwˈɪtɪ
نۇقتىغا	nuqtˈɪʁɑ
نەتىجىگە	nˌætɪd͡ʒˈɪɡæ
ياراتتى	jɑɾˈɑttɪ
يارىدەم	jɑɾˈɪdæm
يازغۇچىسى	jˌɑzʁut͡ʃˈɪsɪ
يامغۇر	jˈɑmʁur
ياپونلۇق	jɑpˈonluq
ياپونىيىدە	jˌɑponɪjˈɪdæ
ياۋروپادىكى	jˌɑwropɑdˈɪkɪ
يوقىتىش	joqˈɪtɪʃ
يوللاپ	jˈollɑp
يولۇچىلار	jˌolut͡ʃˈɪlɑr
يىرىك	jˈɪɾɪk
يۆتكەپ	jˈœtkæp
يۇرتقا	jˈurtqɑ
يۇيۇش	jˈujuʃ
يۇيۇپ	jˈujup
يۈزىنىڭ	jyzˈɪnɪŋ
يېرىنى	jeɾˈɪnɪ
يېزىدا	jezˈɪdɑ
يېزىسىنىڭ	jˌezɪsˈɪnɪŋ
يېزىلاردا	jˌezɪlˈɑrdɑ
يېمەكلىكلەرنى	jˌemæklɪklˈærnɪ
يېيىش	jˈejɪʃ
يېپىق	jˈepɪq
يېڭىسار	jeŋˈɪsɑr
يېڭىشەھەر	jˌeŋɪʃˈæhær
يەرلەرنى	jærlˈærnɪ
يەسەۋىي	jæsˈæwɪj
پارچىسى	pɑrt͡ʃˈɪsɪ
پاسپورت	pˈɑsport
پاش	pˈɑʃ
پىرسەنتىنى	pˌɪrsæntˈɪnɪ
پىشىپ	pˈɪʃɪp
پىكرىگە	pɪkrˈɪɡæ
پۇتىنى	putˈɪnɪ
پۇراپ	pˈuɾɑp
پۈتتۈرۈپ	pyttˈyɾyp
پېئىل	pˈeɪl
پەسىل	pˈæsɪl
چاقىردى	t͡ʃɑqˈɪrdɪ
چىققاندا	t͡ʃɪqqˈɑndɑ
چىقىشنى	t͡ʃɪqˈɪʃnɪ
چۈش	t͡ʃˈyʃ
چۈشتىن	t͡ʃˈyʃtɪn
چۈشەندۈرىدۇ	t͡ʃˌyʃændyɾˈɪdu
چۈشەندۈرۈش	t͡ʃˌyʃændˈyɾyʃ
چېكىنىپ	t͡ʃekˈɪnɪp
چېچىنى	t͡ʃet͡ʃˈɪnɪ
گۇناھ	ɡˈunɑh
ھازىرقىدەك	hˌɑzɪrqˈɪdæk
ھاشىم	hˈɑʃɪm
ھاكىمىيەتنى	hˌɑkɪmɪjˈætnɪ
ھاياتىدىكى	hˌɑjɑtɪdˈɪkɪ
ھاياتىغا	hˌɑjɑtˈɪʁɑ
ھاۋاسى	hɑwˈɑsɪ
ھىندىستانغا	hˌɪndɪstˈɑnʁɑ
ھۆر	hˈœr
ھۈسەين	hˈysæjn
ھۈسەيىن	hysˈæjɪn
ھەربى	hˈærbɪ
ھەركۈنى	hærkˈynɪ
ھەرىكەتلىرى	hˌæɾɪkætlˈɪɾɪ
ھەسسىلەپ	hæssˈɪlæp
ھەممەيلەن	hæmmˈæjlæn
ۋاستىلىرى	wˌɑstɪlˈɪɾɪ
ۋاقىتلىرىدا	wˌɑqɪtlɪɾˈɪdɑ
ۋاكالەت	wɑkˈɑlæt
ۋاپاتى	wɑpˈɑtɪ
ۋىرۇسى	wɪɾˈusɪ
ۋەقەلەرنى	wˌæqælˈærnɪ
DNA	dnˈɑ
X	χ
ئابدۇسالام	ˌɑbdusˈɑlɑm
ئاتالدى	ɑtˈɑldɪ
ئاتقا	ˈɑtqɑ
ئاجراتقان	ɑd͡ʒrˈɑtqɑn
ئاد	ˈɑd
ئادەملىرى	ˌɑdæmlˈɪɾɪ
ئارالنىڭ	ɑɾˈɑlnɪŋ
ئارغامچا	ɑrʁˈɑmt͡ʃɑ
ئارقىغا	ɑrqˈɪʁɑ
ئارقىلىقلا	ˌɑrqɪlˈɪqlɑ
ئارىلىق	ɑɾˈɪlɪq
ئارىلىقىدىكى	ˌɑɾɪlˌɪqɪdˈɪkɪ
ئارىلىنىڭ	ˌɑɾɪlˈɪnɪŋ
ئازسانلىق	ɑzsˈɑnlɪq
ئاستىدىن	ɑstˈɪdɪn
ئافغانىستان	ˌɑfʁɑnˈɪstɑn
ئالاتتى	ɑlˈɑttɪ
ئالغاندا	ɑlʁˈɑndɑ
ئالغىلى	ɑlʁˈɪlɪ
ئالەمنىڭ	ɑlˈæmnɪŋ
ئاممىنىڭ	ɑmmˈɪnɪŋ
ئامىر	ˈɑmɪr
ئايغىچە	ɑjʁˈɪt͡ʃæ
ئايلاندۇرۇپ	ˌɑjlɑndˈuɾup
ئاپتورنىڭ	ɑptˈornɪŋ
ئاڭلىدىم	ɑŋlˈɪdɪm
ئاڭلىشىمچە	ˌɑŋlɪʃˈɪmt͡ʃæ
ئاۋارە	ɑwˈɑɾæ
ئاۋۇت	ˈɑwut
ئوبيېكتىپ	objˈektɪp
ئوتتۇرىدىن	ˌottuɾˈɪdɪn
ئوتنى	ˈotnɪ
ئوخشايدىغان	ˌoχʃɑjdˈɪʁɑn
ئوردىسىدا	ˌordɪsˈɪdɑ
ئوقيا	ˈoqjɑ
ئوقۇدى	oqˈudɪ
ئوقۇغانلىقى	ˌoquʁɑnlˈɪqɪ
ئوقۇلىدۇ	ˌoqulˈɪdu
ئويلىغان	ojlˈɪʁɑn
ئىدىيىسى	ˌɪdɪjˈɪsɪ
ئىرقى	ˈɪrqɪ
ئىزدەيدۇ	ɪzdˈæjdu
ئىزى	ˈɪzɪ
ئىزھار	ˈɪzhɑr
ئىستانبۇلدا	ˌɪstɑnbˈuldɑ
ئىستانبۇلغا	ˌɪstɑnbˈulʁɑ
ئىستىكى	ɪstˈɪkɪ
ئىسىملىرى	ˌɪsɪmlˈɪɾɪ
ئىسپات	ˈɪspɑt
ئىشخانىسىغا	ˌɪʃχɑnɪsˈɪʁɑ
ئىشلىتىۋاتقان	ˌɪʃlɪtɪwˈɑtqɑn
ئىشىكى	ɪʃˈɪkɪ
ئىلاھى	ɪlˈɑhɪ
ئىلاۋە	ɪlˈɑwæ
ئىلىش	ˈɪlɪʃ
ئىماننىڭ	ɪmˈɑnnɪŋ
ئىمكانىيىتىگە	ˌɪmkɑnˌɪjɪtˈɪɡæ
ئىمپېرىيىسىنىڭ	ˌɪmpeɾˌɪjɪsˈɪnɪŋ
ئىنىق	ˈɪnɪq
ئىپادىلەيدىغان	ˌɪpɑdˌɪlæjdˈɪʁɑn
ئىچىدىلا	ˌɪt͡ʃɪdˈɪlɑ
ئۆتىشى	œtˈɪʃɪ
ئۆتىگەن	œtˈɪɡæn
ئۆتۈشى	œtˈyʃɪ
ئۆرۈلۈپ	œɾˈylyp
ئۆزبېكلەر	œzbˈeklær
ئۆزىدىكى	ˌœzɪdˈɪkɪ
ئۆزەمنىڭ	œzˈæmnɪŋ
ئۆلتۈرۈلگەن	ˌœltyɾˈylɡæn
ئۆلچەش	ˈœlt͡ʃæʃ
ئۆلۈمى	œlˈymɪ
ئۆمەرنىڭ	œmˈærnɪŋ
ئۆيلەرنىڭ	œjlˈærnɪŋ
ئۆگەتكەن	œɡˈætkæn
ئۇدۇن	ˈudun
ئۇرۇشنىڭ	uɾˈuʃnɪŋ
ئۇزۇقلۇق	uzˈuqluq
ئۇزۇنراق	uzˈunrɑq
ئۇنىۋېرستېتى	ˌunɪwerstˈetɪ
ئۇيغۇردا	ujʁˈurdɑ
ئۇيغۇرلىرىنىڭ	ˌujʁurlɪɾˈɪnɪŋ
ئۇچراتقان	ut͡ʃrˈɑtqɑn
ئۇچرىمايدۇ	ˌut͡ʃrɪmˈɑjdu
ئۈجمە	ˈyd͡ʒmæ
ئۈستۈنكى	ystˈynkɪ
ئېسىپ	ˈesɪp
ئېغىرلىق	eʁˈɪrlɪq
ئېقىمى	eqˈɪmɪ
ئېيتىشىچە	ˌejtɪʃˈɪt͡ʃæ
ئېيىق	ˈejɪq
ئېيىنىڭ	ejˈɪnɪŋ
ئەتراپتىكى	ˌætrɑptˈɪkɪ
ئەدەبىياتىغا	ˌædæbˌɪjɑtˈɪʁɑ
ئەسلەپ	ˈæslæp
ئەشۇ	ˈæʃu
ئەلئەنسارىي	ˌælænsˈɑɾɪj
ئەللىك	ˈællɪk
ئەمر	ˈæmr
ئەمگەكچىلەر	ˌæmɡækt͡ʃˈɪlær
ئەنئەنىۋىي	ˌænænˈɪwɪj
ئەنگە	ˈænɡæ
ئەۋزەل	ˈæwzæl
ئەۋەتىپ	æwˈætɪp
بارلار	bˈɑrlɑr
بازىرىدا	bˌɑzɪɾˈɪdɑ
باسقۇچ	bˈɑsqut͡ʃ
باسىدۇ	bɑsˈɪdu
باغلىنىشلىق	bˌɑʁlɪnˈɪʃlɪq
باياشات	bɑjˈɑʃɑt
بايقايمىز	bɑjqˈɑjmɪz
باينىڭ	bˈɑjnɪŋ
بوستانلىق	bostˈɑnlɪq
بولسىلا	bolsˈɪlɑ
بولغاندەك	bolʁˈɑndæk
بويۇن	bˈojun
بوۋاقلار	bowˈɑqlɑr
بوۋاقنىڭ	bowˈɑqnɪŋ
بىئولوگىيە	bˌɪoloɡˈɪjæ
بىردەم	bˈɪrdæm
بىرلىكىنى	bˌɪrlɪkˈɪnɪ
بىرلەشتۈرۈپ	bˌɪrlæʃtˈyɾyp
بىرىنچىسى	bˌɪɾɪnt͡ʃˈɪsɪ
بىرۇنىنىڭ	bˌɪɾunˈɪnɪŋ
بىلمەيدۇ	bɪlmˈæjdu
بىلىشى	bɪlˈɪʃɪ
بىلىمگە	bɪlˈɪmɡæ
بۆلۈمى	bœlˈymɪ
بۇخارىي	buχˈɑɾɪj
بۇزۇلۇش	buzˈuluʃ
بۇزۇپ	bˈuzup
بۇغراخان	buʁrˈɑχɑn
بۇلارغا	bulˈɑrʁɑ
بۇلۇت	bˈulut
بۇلۇش	bˈuluʃ
بېجى	bˈed͡ʒɪ
بېرەي	bˈeɾæj
بېقىشنى	beqˈɪʃnɪ
بېكىتكەن	bekˈɪtkæn
بېكىتىش	bekˈɪtɪʃ
بەدىنىدە	bˌædɪnˈɪdæ
بەدەندىكى	bˌædændˈɪkɪ
بەرسە	bˈærsæ
بەزىلەرنىڭ	bˌæzɪlˈærnɪŋ
بەلگىلىمىلەر	bˌælɡɪlɪmˈɪlær
بەلگىلىمىگە	bˌælɡɪlɪmˈɪɡæ
تاتارلار	tɑtˈɑrlɑr
تارتىشش	tˈɑrtɪʃʃ
تارقىتىشقا	tˌɑrqɪtˈɪʃqɑ
تارقىلىشى	tˌɑrqɪlˈɪʃɪ
تارقىلىپ	tɑrqˈɪlɪp
تارمار	tˈɑrmɑr
تاشلايدۇ	tɑʃlˈɑjdu
تاشيول	tˈɑʃjol
ترامپ	trˈɑmp
توختامى	toχtˈɑmɪ
توسالغۇ	tosˈɑlʁu
توغرىسىغا	tˌoʁrɪsˈɪʁɑ
توغرىلىق	toʁrˈɪlɪq
توپلام	tˈoplɑm
تىخى	tˈɪχɪ
تىزىلغان	tɪzˈɪlʁɑn
تىلەيمىز	tɪlˈæjmɪz
تىپىدىكى	tˌɪpɪdˈɪkɪ
تۆۋەندىكىدەك	tˌœwændɪkˈɪdæk
تۆۋەندىكىچە	tˌœwændɪkˈɪt͡ʃæ
تۇرمۇشتىكى	tˌurmuʃtˈɪkɪ
تۇرمۇشنى	turmˈuʃnɪ
تۇرىمەن	tuɾˈɪmæn
تۇغقانلىرى	tˌuʁqɑnlˈɪɾɪ
تۈركىستاندىكى	tˌyrkɪstɑndˈɪkɪ
تۈزۈمنىڭ	tyzˈymnɪŋ
تېكىن	tˈekɪn
تېمىنى	temˈɪnɪ
تېنچلىق	tˈent͡ʃlɪq
تەرتىپكە	tærtˈɪpkæ
تەسىرىدىن	tˌæsɪɾˈɪdɪn
تەقدىر	tˈæqdɪr
تەلەپنى	tælˈæpnɪ
تەڭكەش	tˈæŋkæʃ
تەھرىرلەش	tæhrˈɪrlæʃ
تەۋەلىك	tæwˈælɪk
تەۋەلىكىدە	tˌæwælɪkˈɪdæ
جاراڭلىق	d͡ʒɑɾˈɑŋlɪq
جايلىرىغا	d͡ʒˌɑjlɪɾˈɪʁɑ
جەمئىيەتتىن	d͡ʒˌæmɪjˈættɪn
جەڭدە	d͡ʒˈæŋdæ
خاتىرىلەش	χˌɑtɪɾˈɪlæʃ
خاراكتېر	χɑɾˈɑkter
خاقانى	χɑqˈɑnɪ
خىتاب	χˈɪtɑb
خېلە	χˈelæ
خەلقئارادىكى	χˌælqɑɾɑdˈɪkɪ
خەلقلىرى	χælqlˈɪɾɪ
خەۋىرىنى	χˌæwɪɾˈɪnɪ
دان	dˈɑn
داۋا	dˈɑwɑ
داۋاملاشتۇرۇش	dˌɑwɑmlɑʃtˈuɾuʃ
دىمەك	dˈɪmæk
دىيارىدا	dˌɪjɑɾˈɪdɑ
دۆلەتلىرىدە	dˌœlætlɪɾˈɪdæ
دۆلەتلەردىكى	dˌœlætlærdˈɪkɪ
دۆلەتلەرنى	dˌœlætlˈærnɪ
دېيىلىدىغان	dˌejɪlɪdˈɪʁɑn
دېڭىزنىڭ	deŋˈɪznɪŋ
دەرسى	dˈærsɪ
دەرەخ	dˈæɾæχ
دەۋالاشقۇچى	dˌæwɑlɑʃqˈut͡ʃɪ
دەۋرىنى	dæwrˈɪnɪ
ر	r
رايونلىرىدا	rˌɑjonlɪɾˈɪdɑ
روھنى	rˈohnɪ
رىشات	rˈɪʃɑt
رىياسەتچىلىك	rˌɪjɑsætt͡ʃˈɪlɪk
رەسىمى	ræsˈɪmɪ
رەھبەرلىكىدىكى	rˌæhbærlˌɪkɪdˈɪkɪ
رەھمەتۇللا	rˌæhmætˈullɑ
رەھىمەھۇللاھ	rˌæhɪmæhˈullɑh
زامانغا	zɑmˈɑnʁɑ
زاۋۇت	zˈɑwut
س	s
ساختا	sˈɑχtɑ
سارىيى	sɑɾˈɪjɪ
ساقلاشقا	sɑqlˈɑʃqɑ
سالىدىغان	sˌɑlɪdˈɪʁɑn
ساھابىلەردىن	sˌɑhɑbɪlˈærdɪn
ساۋاتسىز	sɑwˈɑtsɪz
سوۋغا	sˈowʁɑ
سىلىق	sˈɪlɪq
سۆزدىن	sˈœzdɪn
سۇتۇق	sˈutuq
سۇپىسى	supˈɪsɪ
سۈيىدىن	syjˈɪdɪn
سېلىشتۇرما	sˌelɪʃtˈurmɑ
سېپىپ	sˈepɪp
سەلبى	sˈælbɪ
سەپەرگە	sæpˈærɡæ
سەۋىيىسى	sˌæwɪjˈɪsɪ
ش	ʃ
شارىدىكى	ʃˌɑɾɪdˈɪkɪ
شىتابى	ʃɪtˈɑbɪ
شىركەتتىن	ʃɪrkˈættɪn
شىركەتنى	ʃɪrkˈætnɪ
شىمالىدا	ʃˌɪmɑlˈɪdɑ
شىڭ	ʃˈɪŋ
شەخسلەردىن	ʃæχslˈærdɪn
شەرقتىكى	ʃærqtˈɪkɪ
شەرەپ	ʃˈæɾæp
شەكلىدىكى	ʃˌæklɪdˈɪkɪ
شەكلىگە	ʃæklˈɪɡæ
شەكىللىرى	ʃˌækɪllˈɪɾɪ
شەكىللىنىدۇ	ʃˌækɪllɪnˈɪdu
شەھىرىنى	ʃˌæhɪɾˈɪnɪ
غايىنى	ʁɑjˈɪnɪ
غەرپكە	ʁˈærpkæ
غەم	ʁˈæm
فىزىكىسى	fˌɪzɪkˈɪsɪ
قاتاردا	qɑtˈɑrdɑ
قاتارلىقلارغا	qˌɑtɑrlɪqlˈɑrʁɑ
قاتنىشى	qɑtnˈɪʃɪ
قاراشلار	qɑɾˈɑʃlɑr
قارىماققا	qˌɑɾɪmˈɑqqɑ
قازى	qˈɑzɪ
قالتىس	qˈɑltɪs
قالدۇرىدۇ	qˌɑlduɾˈɪdu
قالغانلار	qɑlʁˈɑnlɑr
قالغانلىرى	qˌɑlʁɑnlˈɪɾɪ
قالماسلىقى	qˌɑlmɑslˈɪqɪ
قالىسىز	qɑlˈɪsɪz
قالىمىز	qɑlˈɪmɪz
قالىمەن	qɑlˈɪmæn
قانداقمۇ	qɑndˈɑqmu
قانۇننى	qɑnˈunnɪ
قايناق	qˈɑjnɑq
قاينىتىپ	qɑjnˈɪtɪp
قورۇقچىبەگ	qˌoɾuqt͡ʃˈɪbæɡ
قوشتى	qˈoʃtɪ
قوللىنىدۇ	qˌollɪnˈɪdu
قوماندانى	qˌomɑndˈɑnɪ
قوياتتى	qojˈɑttɪ
قىتئەسى	qɪtˈæsɪ
قىرىم	qˈɪɾɪm
قىسسە	qˈɪssæ
قىسمىدىن	qɪsmˈɪdɪn
قىشلىق	qˈɪʃlɪq
قىلسىمۇ	qɪlsˈɪmu
قىلغۇچىلار	qˌɪlʁut͡ʃˈɪlɑr
قىلىندۇ	qɪlˈɪndu
قىلىنسا	qɪlˈɪnsɑ
قىلىپلا	qɪlˈɪplɑ
قىيامەت	qɪjˈɑmæt
قۇتۇپ	qˈutup
قۇرۇلۇشلىرى	qˌuɾuluʃlˈɪɾɪ
قۇمۇلغا	qumˈulʁɑ
قۇيۇلغان	qujˈulʁɑn
قېتىمدىن	qetˈɪmdɪn
قېرى	qˈeɾɪ
قېرىندىشى	qˌeɾɪndˈɪʃɪ
قېلىشتىن	qelˈɪʃtɪn
قېيىن	qˈejɪn
قەد	qˈæd
قەيەردە	qæjˈærdæ
كادىر	kˈɑdɪr
كاربون	kˈɑrbon
كاشغەرىي	kɑʃʁˈæɾɪj
كاڭشىنىڭ	kɑŋʃˈɪnɪŋ
كومپيوتېر	kompjˈoter
كوپ	kˈop
كىشىلىرى	kˌɪʃɪlˈɪɾɪ
كۆرسىتىشى	kˌœrsɪtˈɪʃɪ
كۆرسەتكۈچى	kˌœrsætkˈyt͡ʃɪ
كۆرۈلگەن	kœɾˈylɡæn
كۆرۈۋالغىلى	kˌœɾywɑlʁˈɪlɪ
كۆمەچ	kˈœmæt͡ʃ
كۆنۈپ	kˈœnyp
كۆچۈرۈلگەن	kˌœt͡ʃyɾˈylɡæn
كۆڭلىنى	kœŋlˈɪnɪ
كۈنىمىزدە	kˌynɪmˈɪzdæ
كۈچەپ	kˈyt͡ʃæp
كېلەر	kˈelær
كەسىپكە	kæsˈɪpkæ
كەلگەنىدى	kˌælɡænˈɪdɪ
كەمچىل	kˈæmt͡ʃɪl
كەنجى	kˈænd͡ʒɪ
كەينى	kˈæjnɪ
لى	lˈɪ
لىبېرالىزم	lˌɪbeɾˈɑlɪzm
لىنىيىسىنىڭ	lˌɪnɪjɪsˈɪnɪŋ
لۇغاتىت	luʁˈɑtɪt
ماخمۇت	mˈɑχmut
ماقالىلەرنى	mˌɑqɑlɪlˈærnɪ
مالىكنىڭ	mɑlˈɪknɪŋ
ماھارىتى	mˌɑhɑɾˈɪtɪ
ماھارەت	mɑhˈɑɾæt
موسكۋا	mˈoskwɑ
موڭغۇلچە	moŋʁˈult͡ʃæ
موگۇ	mˈoɡu
مىسلى	mˈɪslɪ
مىسىرلىق	mɪsˈɪrlɪq
مىسىرنىڭ	mɪsˈɪrnɪŋ
مىقدارىنى	mˌɪqdɑɾˈɪnɪ
مىللەتتىن	mɪllˈættɪn
مىللەتلەردىن	mˌɪllætlˈærdɪn
مىنىستىرلىكى	mˌɪnɪstɪrlˈɪkɪ
مۇستەملىكىسى	mˌustæmlɪkˈɪsɪ
مۇڭلۇق	mˈuŋluq
مۇھىمى	muhˈɪmɪ
مۇھەببىتى	mˌuhæbbˈɪtɪ
مۇھەممەدنىڭ	mˌuhæmmˈædnɪŋ
مېڭىنىڭ	meŋˈɪnɪŋ
مەخسۇت	mˈæχsut
مەدەنىيىتىگە	mˌædænˌɪjɪtˈɪɡæ
مەزمۇننى	mæzmˈunnɪ
مەزگىلدىن	mæzɡˈɪldɪn
مەزگىللىك	mæzɡˈɪllɪk
مەزھىپى	mæzhˈɪpɪ
مەغلۇبىيەتكە	mˌæʁlubɪjˈætkæ
مەككىدە	mækkˈɪdæ
مەمتىلى	mæmtˈɪlɪ
مەندە	mˈændæ
مەنزىرىسى	mˌænzɪɾˈɪsɪ
مەنپەئەتىنى	mˌænpæætˈɪnɪ
مەپكۇرىنىڭ	mˌæpkuɾˈɪnɪŋ
نائىل	nˈɑɪl
نادان	nˈɑdɑn
نارازى	nɑɾˈɑzɪ
نامدا	nˈɑmdɑ
نامىدىن	nɑmˈɪdɪn
نوقتىسىدىن	nˌoqtɪsˈɪdɪn
نوقۇل	nˈoqul
نوپۇسنىڭ	nopˈusnɪŋ
نىشاننى	nɪʃˈɑnnɪ
نىكاھ	nˈɪkɑh
نۆۋىتىدە	nˌœwɪtˈɪdæ
نۇتۇق	nˈutuq
نۇسخىلىرى	nˌusχɪlˈɪɾɪ
نەتىجىسىنى	nˌætɪd͡ʒɪsˈɪnɪ
نەسلى	nˈæslɪ
نەقىشلەر	næqˈɪʃlær
نەگە	nˈæɡæ
يوقتۇر	jˈoqtur
يىللارغا	jɪllˈɑrʁɑ
يىلىنىڭ	jɪlˈɪnɪŋ
يىگانە	jɪɡˈɑnæ
يۆتكەلگەن	jœtkˈælɡæn
يۆنىلىشى	jˌœnɪlˈɪʃɪ
يېتىدىغان	jˌetɪdˈɪʁɑn
يېتىلگەن	jetˈɪlɡæn
يېرىدىن	jeɾˈɪdɪn
يېزىقىدا	jˌezɪqˈɪdɑ
يېنىپ	jˈenɪp
يەتكۈزگەن	jætkˈyzɡæn
يەرلەرگە	jærlˈærɡæ
پاتقاق	pˈɑtqɑq
پاراڭلىشىپ	pˌɑɾɑŋlˈɪʃɪp
پوزىتسىيە	pˌozɪtsˈɪjæ
پولو	pˈolo
پىروگرامما	pˌɪɾoɡrˈɑmmɑ
پىشۇرۇش	pɪʃˈuɾuʃ
پىلانلىق	pɪlˈɑnlɪq
پۇتبول	pˈutbol
پۇقرالىق	puqrˈɑlɪq
پۈتۈشكىنى	pˌytyʃkˈɪnɪ
پەرزەنتى	pærzˈæntɪ
پەرھات	pˈærhɑt
پەسلىدە	pæslˈɪdæ
پەش	pˈæʃ
چارىسىنى	t͡ʃˌɑɾɪsˈɪnɪ
چالا	t͡ʃˈɑlɑ
چىش	t͡ʃˈɪʃ
چىقاتتى	t͡ʃɪqˈɑttɪ
چىققانلىقىنى	t͡ʃˌɪqqɑnlɪqˈɪnɪ
چىقىۋاتقان	t͡ʃˌɪqɪwˈɑtqɑn
چىڭگىزخاننىڭ	t͡ʃˌɪŋɡɪzχˈɑnnɪŋ
چۆللۈك	t͡ʃˈœllyk
چۈشكەندىن	t͡ʃyʃkˈændɪn
چۈشەنچىسىنى	t͡ʃˌyʃænt͡ʃɪsˈɪnɪ
چۈشەنگەن	t͡ʃyʃˈænɡæn
چېدىر	t͡ʃˈedɪr
چەتئەللىك	t͡ʃætˈællɪk
چەكلىنىپ	t͡ʃæklˈɪnɪp
ژۇرنىلىنىڭ	ʒˌurnɪlˈɪnɪŋ
گۇاڭشۈ	ɡuˈɑŋʃy
گۇما	ɡˈumɑ
گۈللەر	ɡˈyllær
گېرمان	ɡˈermɑn
گېنېرال	ɡenˈeɾɑl
ھالقا	hˈɑlqɑ
ھالەت	hˈɑlæt
ھامىلدار	hɑmˈɪldɑr
ھايۋانلارنى	hˌɑjwɑnlˈɑrnɪ
ھوقۇقىنىڭ	hˌoquqˈɪnɪŋ
ھىكايە	hɪkˈɑjæ
ھېسابلاپ	hesˈɑblɑp
ھېسسىيات	hessˈɪjɑt
ھېكايىسى	hˌekɑjˈɪsɪ
ھەدىسلەرنىڭ	hˌædɪslˈærnɪŋ
ھەدىيە	hædˈɪjæ
ھەرىكىتىگە	hˌæɾɪkɪtˈɪɡæ
ھەرىكەتچان	hˌæɾɪkˈætt͡ʃɑn
ھەقىقەتكە	hˌæqɪqˈætkæ
ھەلىق	hˈælɪq
ھەنەفىي	hænˈæfɪj
ۋادىسى	wɑdˈɪsɪ
ۋەقەسى	wæqˈæsɪ
ۋەقەنى	wæqˈænɪ
